,id,이름,시즌,포지션,나이,게임,타석,타수,득점,안타,2타,3타,홈런,루타,타점,볼넷,사구,고4,희타,희비,도루,도실,삼진,병살,타율,출루,장타,OPS,wOBA,wRC+,WAR+,WPA,타구속도,타구발사각,배럴개수,배럴비율
794,78603,김선빈,2020,2B,30,85,351,303,42,100,19,0,1,122,37,40,2,0,1,5,1,1,43,12,0.33,0.406,0.403,0.809,0.365,120.9,2.25,1.07,135.3932863849766,11.306103286384984,6.0,0.028169014084507043
795,78629,나지완,2020,LF,35,137,556,468,73,136,19,1,17,208,92,64,18,1,0,6,0,0,114,6,0.291,0.392,0.444,0.8360000000000001,0.375,124.0,3.08,4.11,134.86613496932523,25.588957055214724,64.0,0.196319018404908
796,78643,백용환,2020,C,31,51,106,91,12,20,4,0,5,39,10,14,0,0,1,0,0,0,29,2,0.22,0.324,0.429,0.753,0.337,93.2,0.51,-0.1,135.66862068965514,25.101724137931036,12.0,0.20689655172413796
797,78756,오선진,2020,SS,31,92,217,193,15,44,4,0,2,54,17,16,2,0,6,0,0,1,39,10,0.228,0.294,0.28,0.5740000000000001,0.266,51.8,-0.25,-1.09,128.23167883211673,15.240875912408766,2.0,0.0145985401459854
798,78813,모창민,2020,1B,35,61,145,132,10,40,10,2,2,60,13,8,1,1,2,2,0,0,22,5,0.303,0.343,0.455,0.798,0.347,100.9,0.34,0.51,135.41877358490558,20.86698113207548,11.0,0.10377358490566037
799,79109,오지환,2020,SS,30,139,583,520,94,156,39,7,10,239,71,44,9,1,5,5,20,8,113,4,0.3,0.362,0.46,0.8220000000000001,0.363,119.3,4.33,1.18,140.04564102564106,18.68461538461537,81.0,0.2307692307692308
800,79113,문선재,2020,RF,30,15,6,6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0.167,0.167,0.167,0.334,0.15,-24.9,-0.2,-0.06,127.815,55.55,0.0,0.0
801,79150,정주현,2020,2B,29,132,367,324,50,81,10,4,4,111,30,29,3,0,9,2,8,7,63,6,0.25,0.316,0.343,0.659,0.299,73.2,0.14,-0.47,132.34500000000003,16.742372881355948,16.0,0.06779661016949153
802,79192,채은성,2020,RF,30,109,464,416,59,122,17,2,15,188,88,32,9,1,0,7,0,3,69,12,0.293,0.351,0.452,0.8029999999999999,0.355,116.8,2.08,-0.14,140.0913770491803,18.727540983606566,63.0,0.20655737704918034
803,79215,박건우,2020,RF,29,128,546,482,101,145,40,0,14,227,70,42,12,2,3,7,8,2,64,9,0.301,0.366,0.471,0.837,0.369,125.6,3.69,1.58,141.29458333333332,18.867187500000018,98.0,0.2552083333333333
804,79231,정수빈,2020,CF,29,139,551,483,83,143,17,7,5,189,58,54,2,3,7,5,15,6,54,10,0.296,0.366,0.391,0.757,0.339,102.9,2.83,1.43,135.6844476744187,14.64215116279069,19.0,0.055232558139534885
805,79240,허경민,2020,3B,29,115,479,430,68,143,25,1,5,185,55,34,5,2,3,7,14,6,28,10,0.333,0.382,0.43,0.812,0.361,119.9,3.34,1.6,133.97150568181812,16.710227272727273,24.0,0.06818181818181818
806,79290,국해성,2020,RF,30,44,91,83,10,20,1,0,3,30,17,6,1,2,0,1,1,1,20,2,0.241,0.297,0.361,0.6579999999999999,0.287,71.2,-0.06,0.01,140.45574074074077,23.846296296296305,12.0,0.2222222222222222
807,79334,장영석,2020,3B,30,11,37,31,1,4,0,0,0,4,2,4,1,0,0,1,0,0,7,3,0.129,0.243,0.129,0.372,0.193,5.3,-0.29,-0.58,132.81285714285713,20.285714285714292,1.0,0.047619047619047616
808,79365,박동원,2020,C,30,110,366,319,44,80,20,0,12,136,50,37,6,0,2,2,0,0,67,10,0.251,0.338,0.426,0.764,0.342,105.1,2.26,0.39,137.27882352941177,16.123529411764707,47.0,0.21266968325791852
809,79402,김상수,2020,2B,30,120,471,404,71,123,18,3,5,162,47,55,8,1,2,2,10,3,55,16,0.304,0.397,0.401,0.798,0.362,118.2,3.26,0.76,133.19617647058814,14.230718954248367,12.0,0.0392156862745098
810,79456,이지영,2020,C,34,99,284,258,22,81,10,2,0,95,36,18,4,1,3,1,1,1,26,8,0.314,0.367,0.368,0.735,0.332,98.3,1.2,0.44,128.1615979381443,9.679381443298974,2.0,0.010309278350515464
811,79608,안치홍,2020,2B,30,124,460,412,49,118,28,0,8,170,54,35,7,2,4,2,14,3,47,11,0.286,0.351,0.413,0.764,0.341,99.0,2.02,-0.2,133.76619047619045,20.511111111111113,32.0,0.1015873015873016
812,79705,김회성,2020,1B,34,15,25,18,1,3,1,0,0,4,1,3,1,0,2,1,0,0,6,2,0.167,0.304,0.222,0.526,0.257,35.9,-0.1,-0.22,123.795,19.470000000000006,0.0,0.0
813,50054,천성호,2021,2B,23,25,28,25,7,5,0,0,0,5,1,1,2,0,0,0,1,0,5,0,0.2,0.286,0.2,0.486,0.238,,-0.04,-0.08,126.75692307692309,9.361538461538462,1.0,0.07692307692307693
814,50150,손호영,2021,SS,26,7,12,10,2,1,0,0,0,1,0,1,1,0,0,0,0,0,2,0,0.1,0.25,0.1,0.35,0.194,9.8,-0.08,0.01,109.96,23.5875,0.0,0.0
815,50165,라모스,2021,1B,26,51,205,185,14,45,7,1,8,78,25,18,2,0,0,0,0,0,43,2,0.243,0.317,0.422,0.739,0.33,106.8,0.58,-0.15,139.55721804511282,25.055639097744354,38.0,0.2857142857142857
816,50167,이주형,2021,1B,20,13,19,16,3,2,0,0,0,2,0,1,1,0,1,0,2,1,7,0,0.125,0.222,0.125,0.347,0.179,-7.7,-0.19,-0.5,134.49333333333334,38.333333333333336,0.0,0.0
817,50202,안권수,2021,RF,28,51,31,27,10,4,0,0,0,4,1,2,0,0,2,0,3,0,3,0,0.148,0.207,0.148,0.355,0.172,-14.0,-0.27,-0.31,124.945,21.80833333333333,0.0,0.0
818,50208,오명진,2021,2B,19,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,-127.8,-0.07,0.0,111.08,-7.1,0.0,0.0
819,50304,김병휘,2021,2B,20,12,11,10,5,2,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0.2,0.273,0.2,0.47300000000000003,0.227,,0.01,-0.05,117.51,31.375000000000004,0.0,0.0
820,50312,신준우,2021,SS,20,37,15,11,4,2,1,0,0,3,2,3,0,0,0,1,0,1,4,0,0.182,0.333,0.273,0.6060000000000001,0.286,70.8,-0.06,0.07,118.5275,35.5,0.0,0.0
821,50357,박주홍,2021,DH,20,22,56,47,4,5,2,0,0,7,3,9,0,0,0,0,1,1,21,1,0.106,0.25,0.149,0.399,0.207,16.6,-0.47,-0.34,142.98650000000004,15.670000000000002,4.0,0.2
822,50365,문찬종,2021,2B,30,12,17,14,0,2,0,0,0,2,1,3,0,0,0,0,0,0,4,1,0.143,0.294,0.143,0.43699999999999994,0.229,34.0,-0.06,-0.12,132.78857142857143,29.057142857142853,0.0,0.0
823,50458,김지찬,2021,SS,20,93,256,224,41,62,5,0,1,70,21,21,0,0,8,3,19,3,24,0,0.277,0.335,0.312,0.647,0.297,73.3,0.64,-0.02,120.53682926829269,12.138211382113823,0.0,0.0
824,50506,마차도,2021,SS,29,95,380,326,58,87,16,0,4,115,39,46,2,1,1,5,8,4,45,8,0.267,0.356,0.353,0.709,0.323,94.5,1.58,-0.96,132.27158469945343,17.13333333333334,14.0,0.07650273224043716
825,50657,박민,2021,SS,20,12,21,20,1,4,0,0,0,4,1,1,0,0,0,0,0,1,4,0,0.2,0.238,0.2,0.438,0.205,15.5,-0.14,-0.31,126.8946153846154,34.93846153846154,0.0,0.0
826,50704,임종찬,2021,RF,19,31,115,104,6,16,5,0,1,24,8,9,1,0,1,0,0,1,41,1,0.154,0.228,0.231,0.459,0.215,20.9,-0.81,-0.64,137.5568,19.672,6.0,0.12
827,50707,최인호,2021,LF,21,36,119,98,12,17,2,0,2,25,16,19,0,0,0,2,1,1,30,1,0.173,0.303,0.255,0.558,0.267,58.0,-0.27,-0.85,131.24733333333333,23.100000000000005,2.0,0.13333333333333333
828,50709,박정현,2021,SS,19,33,120,107,10,21,4,0,0,25,9,9,0,0,3,1,1,0,32,1,0.196,0.256,0.234,0.49,0.228,29.3,-0.54,-0.59,132.4479365079365,20.322222222222226,3.0,0.047619047619047616
829,50854,최지훈,2021,CF,23,99,380,324,56,80,13,3,4,111,25,42,6,0,5,3,18,4,48,6,0.247,0.341,0.343,0.684,0.314,88.9,1.28,-0.33,134.75236686390534,21.381065088757385,9.0,0.05325443786982249
830,50923,알테어,2021,CF,30,101,399,346,57,91,14,1,22,173,60,39,9,1,0,5,11,2,109,4,0.263,0.348,0.5,0.848,0.372,122.4,3.05,1.28,142.95737499999996,23.221875000000008,44.0,0.275
831,51003,권동진,2021,SS,22,67,77,59,18,14,4,0,1,21,6,17,0,0,1,0,3,3,27,0,0.237,0.408,0.356,0.764,0.358,115.1,0.3,-0.14,129.0213043478261,7.495652173913044,3.0,0.13043478260869565
832,51004,알몬테,2021,LF,32,60,249,224,18,61,9,0,7,91,36,22,1,0,0,2,1,0,49,9,0.272,0.337,0.406,0.7430000000000001,0.333,100.0,0.5,-0.46,140.85735483870968,18.327741935483857,32.0,0.2064516129032258
833,51005,김건형,2021,RF,24,11,39,33,4,7,1,0,0,8,0,6,0,1,0,0,1,0,6,0,0.212,0.333,0.242,0.575,0.268,,-0.04,0.06,126.7113636363636,14.67727272727273,2.0,0.09090909090909093
834,51100,이영빈,2021,SS,19,38,63,55,9,16,2,0,1,21,9,7,0,0,1,0,1,1,15,1,0.291,0.371,0.382,0.753,0.343,111.3,0.4,0.66,137.49388888888885,20.055555555555557,3.0,0.16666666666666666
835,51203,안재석,2021,SS,19,67,166,151,24,39,6,2,2,55,12,8,4,0,0,3,1,0,42,4,0.258,0.307,0.364,0.671,0.3,82.7,0.65,-1.13,134.7454216867469,19.460240963855426,8.0,0.0963855421686747
836,51302,이주형,2021,DH,19,4,10,9,1,1,0,0,1,4,3,1,0,0,0,0,0,0,6,0,0.111,0.2,0.444,0.644,0.282,,-0.02,0.22,145.91,32.8,0.0,0.0
837,51324,프레이타스,2021,DH,32,43,148,139,13,36,10,0,2,52,14,7,1,0,0,1,0,0,29,7,0.259,0.297,0.374,0.671,0.299,79.6,-0.08,-0.65,137.23237113402053,15.747422680412368,10.0,0.10309278350515463
838,51344,김휘집,2021,3B,19,27,84,65,9,9,1,0,1,13,8,13,2,0,3,1,1,0,22,0,0.138,0.296,0.2,0.496,0.25,41.5,-0.29,-0.46,121.89000000000004,24.028571428571425,2.0,0.09523809523809523
839,51463,피렐라,2021,DH,31,109,494,442,88,132,22,2,25,233,86,43,6,2,0,3,9,5,67,4,0.299,0.366,0.527,0.893,0.39,133.7,3.01,3.62,138.5612601626016,18.481707317073155,48.0,0.1951219512195122
840,51551,나승엽,2021,1B,19,31,91,80,11,18,2,0,1,23,8,10,0,0,0,1,1,0,24,0,0.225,0.308,0.288,0.596,0.277,63.6,-0.07,-0.23,137.59499999999997,16.641666666666666,5.0,0.1388888888888889
841,51560,이주찬,2021,2B,22,2,7,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,-127.8,-0.18,-0.09,104.72,34.4,0.0,0.0
842,51706,장지승,2021,RF,23,21,64,53,7,9,1,0,1,13,4,7,1,0,2,1,1,0,21,3,0.17,0.274,0.245,0.519,0.247,39.0,-0.24,-0.54,128.1575,15.4125,1.0,0.125
843,51725,힐리,2021,1B,29,67,268,249,27,64,11,1,7,98,37,16,2,0,0,1,2,1,58,6,0.257,0.306,0.394,0.7,0.312,88.8,0.29,-0.57,132.39310344827578,19.45919540229884,25.0,0.14367816091954022
844,51817,추신수,2021,DH,38,100,407,327,50,79,12,1,15,138,47,67,10,1,0,3,17,6,92,8,0.242,0.383,0.422,0.8049999999999999,0.365,121.3,1.87,2.41,144.45089743589745,18.665384615384603,41.0,0.26282051282051283
845,51907,김주원,2021,SS,18,30,82,72,6,11,3,0,1,17,7,7,1,0,0,2,4,2,29,2,0.153,0.232,0.236,0.46799999999999997,0.218,22.6,-0.31,-0.91,128.48,16.2,0.0,0.0
846,60288,김응민,2021,C,29,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,-0.04,-0.06,126.08,43.9,0.0,0.0
847,60343,이해창,2021,C,34,14,44,39,4,9,3,0,0,12,4,1,1,0,2,1,0,1,9,0,0.231,0.262,0.308,0.5700000000000001,0.254,42.5,-0.07,-0.44,130.93344827586205,21.237931034482767,2.0,0.06896551724137931
848,60523,정훈,2021,1B,33,98,423,365,57,114,21,1,11,170,59,54,1,3,1,2,8,1,63,4,0.312,0.4,0.466,0.8660000000000001,0.385,134.6,2.59,1.6,133.56857843137243,17.908823529411766,25.0,0.12254901960784312
849,60558,오태곤,2021,LF,29,86,151,141,25,36,5,0,5,56,18,9,1,0,0,0,5,4,37,4,0.255,0.305,0.397,0.702,0.314,87.0,0.24,-0.44,136.70162499999998,19.748750000000005,14.0,0.175
850,60566,이상호,2021,2B,32,24,35,34,1,8,1,0,0,9,1,0,0,0,1,0,2,1,5,1,0.235,0.235,0.265,0.5,0.223,25.1,-0.16,-0.4,126.32333333333334,15.244444444444444,0.0,0.0
851,61102,유강남,2021,C,28,92,319,286,23,70,11,0,7,102,45,18,11,1,2,2,2,0,49,9,0.245,0.312,0.357,0.669,0.303,85.8,1.33,-0.57,139.24643835616442,17.439726027397267,23.0,0.15753424657534246
852,61186,이천웅,2021,CF,32,68,211,181,20,36,7,0,2,49,16,25,3,0,1,1,3,2,23,11,0.199,0.305,0.271,0.5760000000000001,0.272,,0.01,-0.82,134.15722222222223,11.086507936507934,5.0,0.03968253968253968
853,61197,최영진,2021,3B,33,31,49,47,8,15,1,2,1,23,5,1,1,0,0,0,1,0,10,0,0.319,0.347,0.489,0.836,0.367,125.0,0.31,0.05,130.19518518518518,16.503703703703707,3.0,0.1111111111111111
854,61208,정진호,2021,LF,32,50,167,145,9,33,9,0,0,42,15,15,1,1,4,2,4,1,22,5,0.228,0.301,0.29,0.591,0.27,56.9,-0.46,-0.73,127.50460176991146,9.794690265486725,4.0,0.035398230088495575
855,61353,고종욱,2021,LF,32,69,171,156,20,44,5,0,1,52,14,13,0,0,0,2,2,3,25,6,0.282,0.333,0.333,0.666,0.303,,0.02,0.17,136.73196969696974,14.09090909090909,6.0,0.09090909090909093
856,61404,김헌곤,2021,LF,32,84,257,223,26,68,6,1,3,85,16,24,5,0,2,3,3,2,30,6,0.305,0.38,0.381,0.761,0.346,110.6,1.24,-0.78,135.09775862068966,11.72068965517241,8.0,0.06896551724137931
857,61554,김민하,2021,RF,32,46,142,115,14,24,4,1,1,33,17,17,8,0,0,2,6,3,36,3,0.209,0.345,0.287,0.6319999999999999,0.302,,0.01,-0.49,129.14015384615388,14.666153846153849,4.0,0.061538461538461535
858,61700,강경학,2021,2B,28,26,39,33,3,5,0,0,0,5,1,5,1,0,0,0,1,0,13,0,0.152,0.282,0.152,0.43399999999999994,0.224,29.8,-0.22,-0.4,131.69600000000003,35.18,0.0,0.0
859,61743,오준혁,2021,DH,29,22,47,43,6,9,2,0,1,14,4,4,0,0,0,0,0,0,14,2,0.209,0.277,0.326,0.603,0.274,60.7,-0.1,-0.18,134.13777777777776,13.93888888888889,2.0,0.1111111111111111
860,61869,정진기,2021,LF,28,54,124,114,20,27,4,0,5,46,16,7,1,0,2,0,3,1,24,1,0.237,0.287,0.404,0.6910000000000001,0.308,77.2,0.18,0.07,131.77422222222222,16.67333333333334,2.0,0.04444444444444445
861,62025,이원재,2021,1B,32,31,69,65,3,15,2,0,0,17,7,1,1,0,1,1,1,0,11,1,0.231,0.25,0.262,0.512,0.231,32.6,-0.37,-0.56,136.4497916666667,12.020833333333336,6.0,0.125
862,62234,류지혁,2021,1B,27,60,205,166,19,41,5,0,1,49,19,29,5,1,2,3,0,0,24,5,0.247,0.369,0.295,0.6639999999999999,0.313,88.3,0.37,-0.59,127.52107142857142,14.017857142857142,2.0,0.023809523809523808
863,62244,박세혁,2021,C,31,58,160,137,13,30,7,0,0,37,16,15,4,0,2,2,3,1,26,2,0.219,0.31,0.27,0.5800000000000001,0.273,62.1,0.27,-0.94,134.5977049180328,13.831147540983606,6.0,0.09836065573770493
864,62265,유민상,2021,1B,32,8,25,21,3,3,1,0,0,4,2,3,1,0,0,0,0,0,5,1,0.143,0.28,0.19,0.47000000000000003,0.237,36.4,-0.14,-0.13,135.73749999999998,13.525,0.0,0.0
865,62332,김재현,2021,C,28,25,35,32,2,6,4,0,0,10,7,2,0,0,1,0,0,1,7,1,0.188,0.235,0.312,0.5469999999999999,0.245,35.1,-0.1,-0.14,145.877,8.889999999999997,1.0,0.1
866,62353,박정음,2021,LF,32,43,13,10,12,0,0,0,0,0,1,2,0,0,0,1,1,2,2,1,0.0,0.154,0.0,0.154,0.108,-51.2,-0.24,-0.27,126.72166666666664,26.01666666666667,0.0,0.0
867,62404,구자욱,2021,RF,28,104,462,408,84,120,20,7,17,205,71,36,6,2,1,11,25,3,75,7,0.294,0.351,0.502,0.853,0.369,121.5,3.18,2.62,136.95656108597285,19.512217194570123,29.0,0.13122171945701358
868,62415,박해민,2021,CF,31,104,449,374,68,108,20,1,5,145,46,57,3,2,9,6,33,11,68,3,0.289,0.382,0.388,0.77,0.348,108.0,2.79,1.42,128.07190243902443,16.36634146341463,7.0,0.03414634146341464
869,62556,신본기,2021,3B,32,61,127,108,15,23,7,0,0,30,11,14,2,0,3,0,1,1,29,2,0.213,0.315,0.278,0.593,0.279,60.3,-0.07,-0.74,137.27222222222224,12.666666666666664,3.0,0.05555555555555555
870,62558,김준태,2021,C,26,47,131,111,17,23,5,0,4,40,15,17,1,0,0,2,0,0,35,2,0.207,0.313,0.36,0.673,0.306,80.3,0.53,-0.19,135.98044117647058,19.58529411764706,9.0,0.1323529411764706
871,62700,하주석,2021,SS,27,103,446,394,59,110,23,3,7,160,50,40,7,0,3,2,15,5,98,7,0.279,0.354,0.406,0.76,0.342,109.3,2.48,-0.84,128.27194285714285,14.494285714285715,13.0,0.07428571428571429
872,62802,박승욱,2021,2B,28,8,6,6,5,2,1,0,0,3,0,0,0,0,0,0,1,0,1,0,0.333,0.333,0.5,0.833,0.364,,0.07,-0.07,133.485,-1.1999999999999995,1.0,0.25
873,62864,김민식,2021,C,32,72,211,172,23,40,7,0,3,56,17,32,3,1,3,1,0,0,35,2,0.233,0.361,0.326,0.687,0.32,90.6,0.78,0.47,131.18000000000004,19.779999999999994,1.0,0.011764705882352941
874,62884,최항,2021,2B,27,17,52,48,5,17,1,1,0,20,4,3,0,0,1,0,1,0,10,3,0.354,0.392,0.417,0.8089999999999999,0.363,125.7,0.41,0.02,127.08700000000002,15.91,1.0,0.1
875,62893,최정민,2021,LF,32,27,8,6,5,3,0,0,0,3,1,1,1,0,0,0,2,3,1,1,0.5,0.625,0.5,1.125,0.516,233.7,0.15,-0.16,134.475,21.1,0.0,0.0
876,62895,한유섬,2021,RF,31,100,384,330,48,85,13,0,22,164,68,39,10,3,1,4,0,0,78,8,0.258,0.35,0.497,0.847,0.37,120.2,2.09,0.78,139.93503311258283,19.815894039735085,32.0,0.2119205298013245
877,62907,박민우,2021,2B,28,50,215,180,30,47,5,3,1,61,18,22,7,0,4,2,12,3,23,4,0.261,0.36,0.339,0.6990000000000001,0.323,92.5,0.77,-0.5,130.71820143884895,14.151079136690646,3.0,0.02158273381294964
878,62908,황윤호,2021,3B,27,6,19,17,2,3,0,0,0,3,0,1,1,0,0,0,0,0,3,1,0.176,0.263,0.176,0.439,0.217,24.3,-0.06,-0.18,118.73583333333336,14.391666666666666,0.0,0.0
879,62925,강진성,2021,1B,27,82,308,270,36,72,17,0,5,104,29,23,12,1,1,2,6,2,47,9,0.267,0.349,0.385,0.734,0.332,101.2,0.61,-0.34,130.70492424242423,21.688636363636366,11.0,0.08333333333333333
880,62931,노진혁,2021,SS,31,66,245,207,31,67,12,0,6,97,37,30,3,0,3,2,1,1,58,2,0.324,0.413,0.469,0.8819999999999999,0.394,141.0,2.54,0.76,138.92205882352934,17.666176470588226,14.0,0.10294117647058824
881,62947,나성범,2021,RF,31,102,451,406,76,116,20,1,28,222,78,30,11,2,0,4,1,1,99,5,0.286,0.348,0.547,0.895,0.388,133.0,3.31,2.33,142.23872641509436,17.696698113207542,59.0,0.2783018867924528
882,63123,강승호,2021,2B,27,73,240,211,35,47,10,2,6,79,25,16,5,1,7,1,6,1,54,7,0.223,0.292,0.374,0.6659999999999999,0.298,75.5,0.47,-1.39,134.9581720430108,19.006451612903227,11.0,0.11827956989247312
883,63202,장승현,2021,C,27,75,195,164,16,37,8,0,2,51,26,18,8,0,4,1,0,0,45,2,0.226,0.33,0.311,0.641,0.3,79.4,0.52,-0.37,131.8344,15.785333333333336,5.0,0.06666666666666668
884,63257,김인태,2021,RF,27,95,329,268,43,71,13,1,7,107,35,51,2,0,5,3,0,1,52,9,0.265,0.383,0.399,0.782,0.356,119.2,1.64,0.86,137.6065034965035,18.61888111888112,17.0,0.11888111888111888
885,63260,이우성,2021,LF,26,31,46,39,6,7,1,0,0,8,3,6,0,0,1,0,2,1,9,0,0.179,0.289,0.205,0.494,0.242,37.0,-0.28,-0.21,136.95307692307694,14.946153846153846,2.0,0.07692307692307693
886,63435,김성표,2021,CF,27,18,17,14,3,5,0,0,0,5,1,2,0,0,1,0,1,0,5,0,0.357,0.438,0.357,0.7949999999999999,0.368,117.3,0.17,-0.08,128.01166666666666,5.666666666666668,0.0,0.0
887,63440,이흥련,2021,C,32,69,126,109,12,25,3,0,2,34,8,11,4,0,2,0,0,0,29,3,0.229,0.323,0.312,0.635,0.296,74.0,0.41,-0.0,130.21859375,13.312500000000005,4.0,0.0625
888,63450,정현,2021,2B,27,40,98,77,13,21,4,1,0,27,3,11,5,0,5,0,0,0,16,3,0.273,0.398,0.351,0.749,0.35,104.3,0.54,-0.35,129.04851063829787,20.35106382978723,4.0,0.0851063829787234
889,63559,백동훈,2021,CF,30,5,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,-127.8,-0.07,-0.05,91.91,26.9,0.0,0.0
890,63634,이홍구,2021,C,30,30,55,52,3,8,0,0,1,11,7,2,0,1,0,1,0,0,27,3,0.154,0.182,0.212,0.394,0.169,-13.3,-0.45,-0.47,133.62120000000002,15.936,1.0,0.04
891,63700,장운호,2021,RF,27,73,253,216,30,56,9,0,0,65,20,23,7,0,5,2,2,5,57,5,0.259,0.347,0.301,0.6479999999999999,0.303,81.6,0.18,-0.63,124.36206185567013,17.992783505154637,1.0,0.010309278350515464
892,63704,노수광,2021,CF,30,41,139,123,14,25,6,0,1,34,9,13,1,0,2,0,9,1,40,1,0.203,0.285,0.276,0.5609999999999999,0.262,52.6,-0.12,-0.91,131.94053571428577,16.842857142857145,2.0,0.03571428571428571
893,63722,한승택,2021,C,27,60,172,141,13,30,5,0,2,41,10,23,3,0,5,0,0,0,44,2,0.213,0.335,0.291,0.626,0.297,71.9,0.48,-0.73,128.19084507042254,14.298591549295775,5.0,0.07042253521126761
894,63895,최민재,2021,CF,27,8,9,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,-127.8,-0.22,-0.24,124.53600000000002,6.159999999999998,0.0,0.0
895,63905,윤형준,2021,1B,27,31,51,46,8,16,0,0,4,28,8,2,0,0,2,1,0,1,10,1,0.348,0.367,0.609,0.976,0.421,143.3,0.26,-0.35,138.03894736842108,11.468421052631578,3.0,0.15789473684210525
896,63920,김준완,2021,RF,30,13,14,12,3,2,0,1,0,4,1,2,0,0,0,0,0,0,0,0,0.167,0.286,0.333,0.619,0.281,,-0.01,-0.08,109.47,29.488888888888887,0.0,0.0
897,63963,권희동,2021,LF,30,55,171,133,25,35,3,0,8,62,26,29,5,1,1,3,2,0,24,4,0.263,0.406,0.466,0.8720000000000001,0.388,134.3,1.28,0.63,134.51404255319156,21.98617021276596,10.0,0.10638297872340426
898,64004,김민혁,2021,LF,25,45,105,90,16,27,1,2,0,32,5,12,1,0,2,0,2,1,18,2,0.3,0.388,0.356,0.744,0.342,105.2,0.35,-0.21,135.18119999999996,13.881999999999998,4.0,0.08
899,64006,심우준,2021,SS,26,102,338,299,52,85,15,2,6,122,40,23,4,0,6,5,13,5,46,0,0.284,0.338,0.408,0.746,0.332,95.4,1.85,0.71,125.83269938650308,25.49018404907976,6.0,0.03680981595092025
900,64007,문상철,2021,DH,30,48,100,90,14,19,6,0,2,31,16,8,2,0,0,0,2,0,31,1,0.211,0.29,0.344,0.6339999999999999,0.289,68.9,-0.05,-0.64,137.47489361702122,21.851063829787236,10.0,0.2127659574468085
901,64012,송민섭,2021,RF,29,92,56,42,33,10,0,0,0,10,7,12,0,0,2,0,9,1,19,0,0.238,0.407,0.238,0.645,0.322,88.3,0.4,0.22,133.43875000000003,21.5125,0.0,0.0
902,64014,김병희,2021,3B,30,34,69,51,16,15,3,0,5,33,13,13,3,0,2,0,3,0,14,0,0.294,0.463,0.647,1.11,0.478,186.9,1.13,1.1,137.87387096774194,22.593548387096767,4.0,0.12903225806451613
903,64086,신성현,2021,3B,30,9,13,9,3,2,0,0,0,2,0,3,1,0,0,0,0,0,4,0,0.222,0.462,0.222,0.684,0.356,,-0.0,0.06,135.998,13.919999999999998,0.0,0.0
904,64101,한석현,2021,LF,27,16,26,21,5,6,2,1,0,10,1,3,1,0,0,1,2,0,7,1,0.286,0.385,0.476,0.861,0.374,132.9,0.15,-0.15,133.23692307692306,25.08461538461539,1.0,0.07692307692307693
905,64115,장준원,2021,미정,25,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-127.8,-0.05,0.0,133.075,23.95,0.0,0.0
906,64153,양석환,2021,1B,29,102,424,381,51,107,18,0,23,194,72,33,4,1,0,6,2,2,106,10,0.281,0.34,0.509,0.849,0.37,133.9,2.62,1.32,132.3591836734693,27.28010204081632,27.0,0.1377551020408163
907,64166,배정대,2021,CF,26,104,442,382,65,102,17,0,10,149,57,44,10,2,2,4,14,6,87,5,0.267,0.355,0.39,0.745,0.336,101.5,2.25,0.43,130.00738888888893,18.518333333333334,21.0,0.11666666666666667
908,64213,최용제,2021,C,29,46,75,64,7,19,3,0,0,22,10,8,2,0,0,1,0,0,13,0,0.297,0.387,0.344,0.731,0.337,110.0,0.53,0.71,129.0524444444444,14.866666666666665,0.0,0.0
909,64266,이성곤,2021,DH,29,31,94,81,8,21,5,1,1,31,6,11,1,0,1,0,1,2,27,3,0.259,0.355,0.383,0.738,0.335,103.9,0.24,-0.35,106.18333333333334,12.2,0.0,0.0
910,64340,임지열,2021,LF,25,12,20,17,3,3,0,0,0,3,0,2,1,0,0,0,0,1,9,0,0.176,0.3,0.176,0.476,0.241,41.7,-0.12,-0.03,126.55625,11.8375,0.0,0.0
911,64407,김호재,2021,1B,26,60,65,55,5,11,1,0,0,12,3,6,2,0,2,0,0,0,11,0,0.2,0.302,0.218,0.52,0.253,44.2,-0.24,-0.34,123.410625,9.865625,0.0,0.0
912,64468,박계범,2021,2B,25,77,228,195,30,54,10,0,4,76,31,24,6,0,2,1,2,3,47,2,0.277,0.372,0.39,0.762,0.347,115.1,1.46,0.84,131.34826086956525,20.817391304347826,4.0,0.05797101449275361
913,64469,송준석,2021,LF,27,19,55,51,5,12,2,0,2,20,4,3,1,0,0,0,0,0,13,1,0.235,0.291,0.392,0.683,0.306,,0.04,-0.22,127.97838709677416,23.019354838709678,3.0,0.0967741935483871
